AIDA-URI,COMPONENT
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anorexia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anorexia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anorexia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Anxiety
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+anxiety+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Arthralgia
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+arthralgia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Weakness
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+asthenia+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+back+pain+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+confusion+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Conjunctivitis
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+conjunctivitis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Constipation
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+constipation+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+depression+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Major_depressive_disorder
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Diarrhea
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+diarrhoea+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Galantamine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+dizziness+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Rivastigmine
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Ecchymosis
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Probability
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Acetylcholinesterase_inhibitor
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Adverse_effect
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Donepezil
http://purl.org/aida/The+treatment+of+Alzheimer%27s+disease+with+one+of+the+three+cholinesterase+inhibitors+donepezil%2C+galantamine+or+rivastigmine+has+a+higher+probability+of+at+least+one+adverse+event+of+ecchymosis+before+the+end+of+the+treatment+as+compared+to+a+placebo+treatment.,http://dbpedia.org/resource/Placebo
